customer_id,customer_name,segment,country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Label
JE-16165,Justin Ellison,Corporate,United States,21,20,8326.67,4,3,3,433,Loyal Customers,2,Mid-Value Active
JE-5475,Jeremy Ellison,Consumer,Ukraine,28,6,898.17,4,2,1,421,New Customers,1,Low-Value Occasional
JE-5610,Jim Epp,Corporate,Nigeria,176,6,749.5,1,2,1,121,Lost Customers,1,Low-Value Occasional
JE-5715,Joe Elijah,Consumer,Senegal,87,4,141.78,2,1,1,211,Lost Customers,1,Low-Value Occasional
JE-5745,Joel Eaton,Consumer,Czech Republic,519,5,2236.0,1,2,2,122,Lost Customers,3,Inactive/Churned
JE-6165,Justin Ellison,Corporate,Libya,37,8,4548.4800000000005,3,3,3,333,Loyal Customers,1,Low-Value Occasional
JF-15190,Jamie Frazer,Consumer,Cambodia,7,26,16928.15,5,5,5,555,Champions,0,High-Value Customers
JF-15295,Jason Fortune-,Consumer,Spain,57,23,20349.01,2,4,5,245,At Risk,0,High-Value Customers
JF-15355,Jay Fein,Consumer,France,14,21,7313.24,4,4,3,443,Loyal Customers,2,Mid-Value Active
JF-15415,Jennifer Ferguson,Consumer,United Kingdom,3,22,14691.94,5,4,5,545,Champions,2,Mid-Value Active
JF-15490,Jeremy Farry,Consumer,Australia,5,25,9105.14,5,4,3,543,Loyal Customers,2,Mid-Value Active
JF-15565,Jill Fjeld,Consumer,Germany,2,28,19775.71,5,5,5,555,Champions,0,High-Value Customers
JF-5190,Jamie Frazer,Consumer,Turkey,150,8,3485.63,1,3,3,133,At Risk,1,Low-Value Occasional
JF-5295,Jason Fortune-,Consumer,Iran,64,8,2222.07,2,3,2,232,At Risk,1,Low-Value Occasional
JF-5355,Jay Fein,Consumer,Iran,97,8,3428.65,2,3,3,233,At Risk,1,Low-Value Occasional
JF-5415,Jennifer Ferguson,Consumer,Morocco,38,9,8202.539999999999,3,3,3,333,Loyal Customers,1,Low-Value Occasional
JF-5490,Jeremy Farry,Consumer,Morocco,100,6,1457.6699999999998,2,2,2,222,Lost Customers,1,Low-Value Occasional
JF-5565,Jill Fjeld,Consumer,Democratic Republic of the Congo,421,4,3597.98,1,1,3,113,Others,3,Inactive/Churned
JG-15115,Jack Garza,Consumer,United States,69,19,12745.48,2,3,4,234,At Risk,2,Mid-Value Active
JG-15160,James Galang,Consumer,United Kingdom,2,30,19877.23,5,5,5,555,Champions,0,High-Value Customers
JG-15310,Jason Gross,Corporate,Indonesia,3,21,12579.06,5,4,4,544,Champions,2,Mid-Value Active
JG-15805,John Grady,Corporate,China,1,37,21887.85,5,5,5,555,Champions,0,High-Value Customers
JG-5115,Jack Garza,Consumer,Senegal,6,9,2874.9300000000003,5,3,2,532,Potential Loyalists,1,Low-Value Occasional
JG-5160,James Galang,Consumer,Iran,17,8,1572.95,4,3,2,432,Potential Loyalists,1,Low-Value Occasional
JG-5310,Jason Gross,Corporate,Mongolia,44,5,836.99,3,2,1,321,Others,1,Low-Value Occasional
JG-5805,John Grady,Corporate,South Africa,930,2,198.63,1,1,1,111,Lost Customers,3,Inactive/Churned
JH-15430,Jennifer Halladay,Consumer,Mexico,6,29,11660.32,5,5,4,554,Champions,2,Mid-Value Active
JH-15820,John Huston,Consumer,Uruguay,14,29,23344.21,4,5,5,455,Champions,0,High-Value Customers
JH-15910,Jonathan Howell,Consumer,Japan,42,31,12368.15,3,5,4,354,Loyal Customers,2,Mid-Value Active
JH-15985,Joseph Holt,Consumer,United States,12,38,18804.92,5,5,5,555,Champions,0,High-Value Customers
JH-16180,Justin Hirsh,Consumer,Argentina,70,30,18182.97,2,5,5,255,At Risk,0,High-Value Customers
JH-5430,Jennifer Halladay,Consumer,Egypt,8,9,853.03,5,3,1,531,Others,1,Low-Value Occasional
JH-5820,John Huston,Consumer,Iran,69,5,2292.0,2,2,2,222,Lost Customers,1,Low-Value Occasional
JH-5910,Jonathan Howell,Consumer,South Africa,41,7,3967.73,3,2,3,323,Potential Loyalists,1,Low-Value Occasional
JH-5985,Joseph Holt,Consumer,Angola,53,6,2034.09,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
JH-6180,Justin Hirsh,Consumer,Senegal,58,8,5604.849999999999,2,3,3,233,At Risk,1,Low-Value Occasional
JJ-15445,Jennifer Jackson,Consumer,Belgium,34,17,9588.86,3,3,3,333,Loyal Customers,2,Mid-Value Active
JJ-15760,Joel Jenkins,Home Office,France,3,27,17683.97,5,5,5,555,Champions,0,High-Value Customers
JJ-5445,Jennifer Jackson,Consumer,Ghana,200,5,2475.13,1,2,2,122,Lost Customers,1,Low-Value Occasional
JJ-5760,Joel Jenkins,Home Office,Saudi Arabia,269,6,1870.14,1,2,2,122,Lost Customers,1,Low-Value Occasional
JK-15205,Jamie Kunitz,Consumer,United States,62,22,10819.78,2,4,4,244,At Risk,2,Mid-Value Active
JK-15325,Jason Klamczynski,Corporate,China,78,24,16914.56,2,4,5,245,At Risk,0,High-Value Customers
JK-15370,Jay Kimmel,Consumer,Paraguay,2,27,10134.54,5,5,4,554,Champions,2,Mid-Value Active
JK-15625,Jim Karlsson,Consumer,El Salvador,2,24,12700.17,5,4,4,544,Champions,2,Mid-Value Active
JK-15640,Jim Kriz,Home Office,United States,1,21,12593.79,5,4,4,544,Champions,2,Mid-Value Active
JK-15730,Joe Kamberova,Consumer,Italy,49,30,20755.02,3,5,5,355,Loyal Customers,0,High-Value Customers
JK-16090,Juliana Krohn,Consumer,United States,9,32,21753.66,5,5,5,555,Champions,0,High-Value Customers
JK-16120,Julie Kriz,Home Office,Indonesia,98,25,12988.25,2,4,4,244,At Risk,2,Mid-Value Active
JK-5205,Jamie Kunitz,Consumer,Benin,592,5,1617.6,1,2,2,122,Lost Customers,3,Inactive/Churned
JK-5325,Jason Klamczynski,Corporate,Kenya,461,3,187.3,1,1,1,111,Lost Customers,3,Inactive/Churned
JK-5370,Jay Kimmel,Consumer,Egypt,145,6,3211.45,1,2,3,123,Hibernating,1,Low-Value Occasional
JK-5625,Jim Karlsson,Consumer,Democratic Republic of the Congo,317,6,4328.62,1,2,3,123,Hibernating,3,Inactive/Churned
JK-5640,Jim Kriz,Home Office,Ukraine,174,3,422.73,1,1,1,111,Lost Customers,1,Low-Value Occasional
JK-5730,Joe Kamberova,Consumer,Russia,484,6,5855.01,1,2,3,123,Hibernating,3,Inactive/Churned
JK-6090,Juliana Krohn,Consumer,Nigeria,13,4,1189.52,5,1,1,511,New Customers,1,Low-Value Occasional
JK-6120,Julie Kriz,Home Office,Poland,141,6,2509.08,2,2,2,222,Lost Customers,1,Low-Value Occasional
JL-15130,Jack Lebron,Consumer,France,9,25,12761.95,5,4,4,544,Champions,2,Mid-Value Active
JL-15175,James Lanier,Home Office,Brazil,7,23,13445.36,5,4,4,544,Champions,2,Mid-Value Active
JL-15235,Janet Lee,Consumer,Dominican Republic,14,23,18400.27,4,4,5,445,Champions,0,High-Value Customers
JL-15505,Jeremy Lonsdale,Consumer,Mexico,31,21,8573.72,3,4,3,343,Loyal Customers,2,Mid-Value Active
JL-15835,John Lee,Consumer,United States,22,27,22524.47,4,5,5,455,Champions,0,High-Value Customers
JL-15850,John Lucas,Consumer,Germany,45,19,8429.91,3,3,3,333,Loyal Customers,2,Mid-Value Active
JL-5130,Jack Lebron,Consumer,Russia,198,11,5709.2300000000005,1,3,3,133,At Risk,1,Low-Value Occasional
JL-5175,James Lanier,Home Office,South Africa,125,5,1353.09,2,2,2,222,Lost Customers,1,Low-Value Occasional
JL-5235,Janet Lee,Consumer,Canada,2,4,1715.02,5,1,2,512,New Customers,1,Low-Value Occasional
JL-5505,Jeremy Lonsdale,Consumer,Iraq,342,3,2729.34,1,1,2,112,Lost Customers,3,Inactive/Churned
JL-5835,John Lee,Consumer,Azerbaijan,55,7,3388.27,3,2,3,323,Potential Loyalists,1,Low-Value Occasional
JL-5850,John Lucas,Consumer,Turkey,698,4,2003.6,1,1,2,112,Lost Customers,3,Inactive/Churned
JM-15250,Janet Martin,Consumer,China,36,22,15414.67,3,4,5,345,Loyal Customers,2,Mid-Value Active
JM-15265,Janet Molinari,Corporate,Philippines,38,27,14952.47,3,5,5,355,Loyal Customers,0,High-Value Customers
JM-15535,Jessica Myrick,Consumer,Japan,15,18,6869.63,4,3,3,433,Loyal Customers,2,Mid-Value Active
JM-15580,Jill Matthias,Consumer,Mexico,120,23,13256.99,2,4,4,244,At Risk,2,Mid-Value Active
JM-15655,Jim Mitchum,Corporate,Australia,9,33,16133.16,5,5,5,555,Champions,0,High-Value Customers
JM-15865,John Murray,Consumer,United States,69,29,20759.64,2,5,5,255,At Risk,0,High-Value Customers
JM-16195,Justin MacKendrick,Consumer,United States,115,24,7677.2,2,4,3,243,At Risk,2,Mid-Value Active
JM-5250,Janet Martin,Consumer,Nigeria,7,4,2189.99,5,1,2,512,New Customers,1,Low-Value Occasional
JM-5265,Janet Molinari,Corporate,Canada,121,4,1127.26,2,1,1,211,Lost Customers,1,Low-Value Occasional
JM-5535,Jessica Myrick,Consumer,Israel,296,2,764.87,1,1,1,111,Lost Customers,3,Inactive/Churned
JM-5580,Jill Matthias,Consumer,Kenya,50,4,860.6400000000001,3,1,1,311,Others,1,Low-Value Occasional
JM-5655,Jim Mitchum,Corporate,Guinea,123,8,3602.67,2,3,3,233,At Risk,1,Low-Value Occasional
JM-5865,John Murray,Consumer,Ukraine,71,6,1536.49,2,2,2,222,Lost Customers,1,Low-Value Occasional
JM-6195,Justin MacKendrick,Consumer,Iraq,13,6,1194.46,5,2,1,521,New Customers,1,Low-Value Occasional
JO-15145,Jack O'Briant,Corporate,Japan,65,22,10387.5,2,4,4,244,At Risk,2,Mid-Value Active
JO-15280,Jas O'Carroll,Consumer,India,15,18,7086.84,4,3,3,433,Loyal Customers,2,Mid-Value Active
JO-15550,Jesus Ocampo,Home Office,Mexico,72,16,3936.78,2,3,3,233,At Risk,1,Low-Value Occasional
JO-5145,Jack O'Briant,Corporate,Madagascar,244,5,2897.55,1,2,2,122,Lost Customers,1,Low-Value Occasional
JO-5280,Jas O'Carroll,Consumer,Bulgaria,20,3,1668.54,4,1,2,412,New Customers,1,Low-Value Occasional
JO-5550,Jesus Ocampo,Home Office,Iraq,13,9,4151.849999999999,5,3,3,533,Loyal Customers,1,Low-Value Occasional
JP-15460,Jennifer Patt,Corporate,Indonesia,37,25,10884.39,3,4,4,344,Loyal Customers,2,Mid-Value Active
JP-15520,Jeremy Pistek,Consumer,United States,23,23,16333.02,4,4,5,445,Champions,0,High-Value Customers
JP-16135,Julie Prescott,Home Office,Mexico,44,30,10069.16,3,5,4,354,Loyal Customers,2,Mid-Value Active
JP-5460,Jennifer Patt,Corporate,Iran,189,10,3221.72,1,3,3,133,At Risk,1,Low-Value Occasional
JP-5520,Jeremy Pistek,Consumer,Tanzania,113,4,2191.74,2,1,2,212,Lost Customers,1,Low-Value Occasional
JP-6135,Julie Prescott,Home Office,Saudi Arabia,27,7,3757.77,4,2,3,423,New Customers,1,Low-Value Occasional
JR-15670,Jim Radford,Consumer,Germany,13,20,13324.06,5,3,4,534,Loyal Customers,2,Mid-Value Active
JR-15700,Jocasta Rupert,Consumer,India,8,15,9509.93,5,3,3,533,Loyal Customers,2,Mid-Value Active
JR-16210,Justin Ritter,Corporate,Australia,19,20,12585.6,4,3,4,434,Loyal Customers,2,Mid-Value Active
JR-5670,Jim Radford,Consumer,Egypt,129,5,2525.69,2,2,2,222,Lost Customers,1,Low-Value Occasional
JR-5700,Jocasta Rupert,Consumer,Democratic Republic of the Congo,98,5,1670.38,2,2,2,222,Lost Customers,1,Low-Value Occasional
JR-6210,Justin Ritter,Corporate,Democratic Republic of the Congo,38,6,1006.49,3,2,1,321,Others,1,Low-Value Occasional
JS-15595,Jill Stevenson,Corporate,Indonesia,6,17,9299.06,5,3,3,533,Loyal Customers,2,Mid-Value Active
JS-15685,Jim Sink,Corporate,Australia,41,26,14240.35,3,5,5,355,Loyal Customers,2,Mid-Value Active
JS-15880,John Stevenson,Consumer,United States,12,20,10415.89,5,3,4,534,Loyal Customers,2,Mid-Value Active
JS-15940,Joni Sundaresam,Home Office,Netherlands,6,12,3784.95,5,3,3,533,Loyal Customers,1,Low-Value Occasional
JS-16030,Joy Smith,Consumer,Indonesia,22,29,19128.41,4,5,5,455,Champions,0,High-Value Customers
JS-5595,Jill Stevenson,Corporate,Turkey,745,4,785.74,1,1,1,111,Lost Customers,3,Inactive/Churned
JS-5685,Jim Sink,Corporate,Israel,143,5,1944.06,2,2,2,222,Lost Customers,1,Low-Value Occasional
JS-5880,John Stevenson,Consumer,Nigeria,209,6,1733.69,1,2,2,122,Lost Customers,1,Low-Value Occasional
JS-5940,Joni Sundaresam,Home Office,Saudi Arabia,24,12,2869.92,4,3,2,432,Potential Loyalists,1,Low-Value Occasional
JS-6030,Joy Smith,Consumer,Cameroon,219,4,1573.04,1,1,2,112,Lost Customers,1,Low-Value Occasional
JW-15220,Jane Waco,Corporate,United States,13,32,22837.42,5,5,5,555,Champions,0,High-Value Customers
JW-15955,Joni Wasserman,Consumer,France,6,28,10585.9,5,5,4,554,Champions,2,Mid-Value Active
JW-16075,Julia West,Consumer,New Zealand,2,24,19780.17,5,4,5,545,Champions,0,High-Value Customers
JW-5220,Jane Waco,Corporate,Senegal,101,6,7184.7300000000005,2,2,3,223,Hibernating,1,Low-Value Occasional
JW-5955,Joni Wasserman,Consumer,Egypt,107,2,299.59000000000003,2,1,1,211,Lost Customers,1,Low-Value Occasional
JW-6075,Julia West,Consumer,Morocco,267,4,741.87,1,1,1,111,Lost Customers,1,Low-Value Occasional
KA-16525,Kelly Andreada,Consumer,El Salvador,17,35,17417.34,4,5,5,455,Champions,0,High-Value Customers
KA-6525,Kelly Andreada,Consumer,Russia,94,7,1429.89,2,2,2,222,Lost Customers,1,Low-Value Occasional
KB-16240,Karen Bern,Corporate,India,5,24,9866.15,5,4,4,544,Champions,2,Mid-Value Active
KB-16315,Karl Braun,Consumer,Malaysia,3,26,14269.68,5,5,5,555,Champions,2,Mid-Value Active
KB-16405,Katrina Bavinger,Home Office,Ireland,20,26,13697.37,4,5,4,454,Champions,2,Mid-Value Active
KB-16585,Ken Black,Corporate,China,94,25,16212.45,2,4,5,245,At Risk,0,High-Value Customers
KB-16600,Ken Brennan,Corporate,India,2,22,10240.3,5,4,4,544,Champions,2,Mid-Value Active
KB-6240,Karen Bern,Corporate,Tanzania,202,6,1852.95,1,2,2,122,Lost Customers,1,Low-Value Occasional
KB-6315,Karl Braun,Consumer,Russia,23,9,2867.46,4,3,2,432,Potential Loyalists,1,Low-Value Occasional
KB-6405,Katrina Bavinger,Home Office,Israel,388,3,238.55,1,1,1,111,Lost Customers,3,Inactive/Churned
KB-6585,Ken Black,Corporate,Iraq,372,2,216.78000000000003,1,1,1,111,Lost Customers,3,Inactive/Churned
KB-6600,Ken Brennan,Corporate,Ukraine,10,10,1110.44,5,3,1,531,Others,1,Low-Value Occasional
KC-16255,Karen Carlisle,Corporate,United States,45,24,9192.32,3,4,3,343,Loyal Customers,2,Mid-Value Active
KC-16540,Kelly Collister,Consumer,Nicaragua,42,23,18746.22,3,4,5,345,Loyal Customers,0,High-Value Customers
KC-16675,Kimberly Carter,Corporate,Germany,3,22,13496.1,5,4,4,544,Champions,2,Mid-Value Active
KC-6255,Karen Carlisle,Corporate,Egypt,58,8,1078.49,2,3,1,231,At Risk,1,Low-Value Occasional
KC-6540,Kelly Collister,Consumer,Moldova,34,5,484.95,3,2,1,321,Others,1,Low-Value Occasional
KC-6675,Kimberly Carter,Corporate,Turkey,20,3,391.84,4,1,1,411,New Customers,1,Low-Value Occasional
KD-16270,Karen Daniels,Consumer,United States,37,28,23028.1,3,5,5,355,Loyal Customers,0,High-Value Customers
KD-16345,Katherine Ducich,Consumer,India,42,14,11128.19,3,3,4,334,Loyal Customers,2,Mid-Value Active
KD-16495,Keith Dawkins,Corporate,United States,47,34,24908.19,3,5,5,355,Loyal Customers,0,High-Value Customers
KD-16615,Ken Dana,Corporate,France,76,24,12334.29,2,4,4,244,At Risk,2,Mid-Value Active
KD-6270,Karen Daniels,Consumer,Turkey,812,1,800.21,1,1,1,111,Lost Customers,3,Inactive/Churned
KD-6345,Katherine Ducich,Consumer,Angola,58,6,536.46,2,2,1,221,Lost Customers,1,Low-Value Occasional
KD-6495,Keith Dawkins,Corporate,Benin,399,4,1407.69,1,1,2,112,Lost Customers,3,Inactive/Churned
KD-6615,Ken Dana,Corporate,Morocco,467,2,184.5,1,1,1,111,Lost Customers,3,Inactive/Churned
KE-16420,Katrina Edelman,Corporate,Brazil,48,27,12754.05,3,5,4,354,Loyal Customers,2,Mid-Value Active
KE-6420,Katrina Edelman,Corporate,Mozambique,252,4,602.47,1,1,1,111,Lost Customers,1,Low-Value Occasional
KF-16285,Karen Ferguson,Home Office,United States,38,21,14634.47,3,4,5,345,Loyal Customers,2,Mid-Value Active
KF-6285,Karen Ferguson,Home Office,Turkey,35,7,3027.12,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
KH-16330,Katharine Harms,Corporate,Indonesia,17,24,14971.54,4,4,5,445,Champions,2,Mid-Value Active
KH-16360,Katherine Hughes,Consumer,United States,2,27,9857.27,5,5,4,554,Champions,2,Mid-Value Active
KH-16510,Keith Herrera,Consumer,Philippines,23,25,15202.61,4,4,5,445,Champions,0,High-Value Customers
KH-16630,Ken Heidel,Corporate,Germany,9,21,7074.700000000001,5,4,3,543,Loyal Customers,2,Mid-Value Active
KH-16690,Kristen Hastings,Corporate,United States,3,37,18036.5,5,5,5,555,Champions,0,High-Value Customers
KH-6330,Katharine Harms,Corporate,Ukraine,20,12,3336.96,4,3,3,433,Loyal Customers,1,Low-Value Occasional
KH-6360,Katherine Hughes,Consumer,Kenya,101,6,2206.85,2,2,2,222,Lost Customers,1,Low-Value Occasional
KH-6510,Keith Herrera,Consumer,South Africa,16,7,1534.83,4,2,2,422,New Customers,1,Low-Value Occasional
KH-6630,Ken Heidel,Corporate,Saudi Arabia,327,5,1766.57,1,2,2,122,Lost Customers,3,Inactive/Churned
KH-6690,Kristen Hastings,Corporate,Ukraine,239,7,1643.21,1,2,2,122,Lost Customers,1,Low-Value Occasional
KL-16555,Kelly Lampkin,Corporate,United States,16,26,12003.55,4,5,4,454,Champions,2,Mid-Value Active
KL-16645,Ken Lonsdale,Consumer,United States,48,27,22388.67,3,5,5,355,Loyal Customers,0,High-Value Customers
KL-6555,Kelly Lampkin,Corporate,Egypt,176,6,2170.63,1,2,2,122,Lost Customers,1,Low-Value Occasional
KL-6645,Ken Lonsdale,Consumer,Nigeria,1,5,1515.88,5,2,2,522,New Customers,1,Low-Value Occasional
KM-16225,Kalyca Meade,Corporate,Australia,1,16,7723.15,5,3,3,533,Loyal Customers,2,Mid-Value Active
KM-16375,Katherine Murray,Home Office,Germany,3,26,16265.25,5,5,5,555,Champions,0,High-Value Customers
KM-16660,Khloe Miller,Consumer,Germany,16,26,10284.22,4,5,4,454,Champions,2,Mid-Value Active
KM-16720,Kunst Miller,Consumer,Philippines,29,23,13943.31,4,4,4,444,Champions,2,Mid-Value Active
KM-6225,Kalyca Meade,Corporate,Croatia,491,2,884.03,1,1,1,111,Lost Customers,3,Inactive/Churned
KM-6375,Katherine Murray,Home Office,Zambia,322,4,2116.23,1,1,2,112,Lost Customers,3,Inactive/Churned
KM-6660,Khloe Miller,Consumer,Turkey,84,2,169.43,2,1,1,211,Lost Customers,1,Low-Value Occasional
KM-6720,Kunst Miller,Consumer,Iran,350,3,2906.65,1,1,2,112,Lost Customers,3,Inactive/Churned
KN-16390,Katherine Nockton,Corporate,Australia,20,26,19177.57,4,5,5,455,Champions,0,High-Value Customers
KN-16450,Kean Nguyen,Corporate,Australia,38,22,16162.41,3,4,5,345,Loyal Customers,0,High-Value Customers
KN-16705,Kristina Nunn,Home Office,Australia,99,17,5791.889999999999,2,3,3,233,At Risk,2,Mid-Value Active
KN-6390,Katherine Nockton,Corporate,Syria,274,3,318.72,1,1,1,111,Lost Customers,1,Low-Value Occasional
KN-6450,Kean Nguyen,Corporate,Ghana,94,8,1761.76,2,3,2,232,At Risk,1,Low-Value Occasional
KN-6705,Kristina Nunn,Home Office,Iran,124,4,4819.87,2,1,3,213,Others,1,Low-Value Occasional
KS-16300,Karen Seio,Corporate,Australia,36,20,5011.46,3,3,3,333,Loyal Customers,2,Mid-Value Active
KS-6300,Karen Seio,Corporate,Iran,107,4,221.61,2,1,1,211,Lost Customers,1,Low-Value Occasional
KT-16465,Kean Takahito,Consumer,United States,44,30,15608.5,3,5,5,355,Loyal Customers,0,High-Value Customers
KT-16480,Kean Thornton,Consumer,United States,28,17,6134.64,4,3,3,433,Loyal Customers,2,Mid-Value Active
KT-6465,Kean Takahito,Consumer,Ukraine,106,5,1505.07,2,2,2,222,Lost Customers,1,Low-Value Occasional
KT-6480,Kean Thornton,Consumer,Madagascar,85,6,1875.25,2,2,2,222,Lost Customers,1,Low-Value Occasional
KW-16435,Katrina Willman,Consumer,United States,27,21,15259.09,4,4,5,445,Champions,2,Mid-Value Active
KW-16570,Kelly Williams,Consumer,United Kingdom,23,32,9177.4,4,5,3,453,Loyal Customers,2,Mid-Value Active
KW-6435,Katrina Willman,Consumer,Zambia,148,4,388.1,1,1,1,111,Lost Customers,1,Low-Value Occasional
KW-6570,Kelly Williams,Consumer,Romania,49,4,2106.3,3,1,2,312,Potential Loyalists,1,Low-Value Occasional
LA-16780,Laura Armstrong,Corporate,Indonesia,14,31,24013.39,4,5,5,455,Champions,0,High-Value Customers
LA-6780,Laura Armstrong,Corporate,Romania,2,11,3453.28,5,3,3,533,Loyal Customers,1,Low-Value Occasional
LB-16735,Larry Blacks,Consumer,Dominican Republic,44,26,12424.82,3,5,4,354,Loyal Customers,2,Mid-Value Active
LB-16795,Laurel Beltran,Home Office,United Kingdom,40,30,24460.14,3,5,5,355,Loyal Customers,0,High-Value Customers
LB-6735,Larry Blacks,Consumer,Poland,138,7,1897.95,2,2,2,222,Lost Customers,1,Low-Value Occasional
LB-6795,Laurel Beltran,Home Office,Austria,57,8,1766.91,2,3,2,232,At Risk,1,Low-Value Occasional
LC-16870,Lena Cacioppo,Consumer,France,28,20,9804.96,4,3,4,434,Loyal Customers,2,Mid-Value Active
LC-16885,Lena Creighton,Consumer,United States,17,26,17003.25,4,5,5,455,Champions,0,High-Value Customers
LC-16930,Linda Cazamias,Corporate,United States,42,23,11247.49,3,4,4,344,Loyal Customers,2,Mid-Value Active
LC-16960,Lindsay Castell,Home Office,United States,3,20,11728.26,5,3,4,534,Loyal Customers,2,Mid-Value Active
LC-17050,Liz Carlisle,Consumer,New Zealand,5,23,12842.89,5,4,4,544,Champions,2,Mid-Value Active
LC-17140,Logan Currie,Consumer,United States,14,28,13064.28,4,5,4,454,Champions,2,Mid-Value Active
LC-6870,Lena Cacioppo,Consumer,Russia,24,6,1152.84,4,2,1,421,New Customers,1,Low-Value Occasional
LC-6885,Lena Creighton,Consumer,Democratic Republic of the Congo,210,9,1828.09,1,3,2,132,At Risk,1,Low-Value Occasional
LC-6930,Linda Cazamias,Corporate,Turkey,72,9,5080.69,2,3,3,233,At Risk,1,Low-Value Occasional
LC-6960,Lindsay Castell,Home Office,Togo,413,7,2439.12,1,2,2,122,Lost Customers,3,Inactive/Churned
LC-7050,Liz Carlisle,Consumer,Saudi Arabia,7,6,7180.05,5,2,3,523,New Customers,1,Low-Value Occasional
LC-7140,Logan Currie,Consumer,Canada,17,5,2921.67,4,2,2,422,New Customers,1,Low-Value Occasional
LD-16855,Lela Donovan,Corporate,France,43,29,13243.61,3,5,4,354,Loyal Customers,2,Mid-Value Active
LD-17005,Lisa DeCherney,Consumer,United States,50,27,11454.92,3,5,4,354,Loyal Customers,2,Mid-Value Active
LD-6855,Lela Donovan,Corporate,South Africa,81,7,2786.3,2,2,2,222,Lost Customers,1,Low-Value Occasional
LD-7005,Lisa DeCherney,Consumer,Iran,486,4,315.51,1,1,1,111,Lost Customers,3,Inactive/Churned
LE-16810,Laurel Elliston,Consumer,Australia,15,23,10402.71,4,4,4,444,Champions,2,Mid-Value Active
LE-6810,Laurel Elliston,Consumer,Saudi Arabia,64,6,1029.87,2,2,1,221,Lost Customers,1,Low-Value Occasional
LF-17185,Luke Foster,Consumer,United States,23,21,12789.78,4,4,4,444,Champions,2,Mid-Value Active
LF-7185,Luke Foster,Consumer,Democratic Republic of the Congo,178,5,556.52,1,2,1,121,Lost Customers,1,Low-Value Occasional
LH-16750,Larry Hughes,Consumer,Dominican Republic,13,20,7791.8,5,3,3,533,Loyal Customers,2,Mid-Value Active
LH-16900,Lena Hernandez,Consumer,Brazil,22,27,11996.58,4,5,4,454,Champions,2,Mid-Value Active
LH-17020,Lisa Hazard,Consumer,China,42,18,8159.81,3,3,3,333,Loyal Customers,2,Mid-Value Active
LH-17155,Logan Haushalter,Consumer,France,76,27,13950.38,2,5,4,254,At Risk,2,Mid-Value Active
LH-6750,Larry Hughes,Consumer,Democratic Republic of the Congo,126,4,728.41,2,1,1,211,Lost Customers,1,Low-Value Occasional
LH-6900,Lena Hernandez,Consumer,Angola,307,3,840.79,1,1,1,111,Lost Customers,3,Inactive/Churned
LH-7020,Lisa Hazard,Consumer,Democratic Republic of the Congo,59,2,968.82,2,1,1,211,Lost Customers,1,Low-Value Occasional
LH-7155,Logan Haushalter,Consumer,Ukraine,128,7,3220.47,2,2,3,223,Hibernating,1,Low-Value Occasional
LL-16840,Lauren Leatherbury,Consumer,United States,27,26,11282.46,4,5,4,454,Champions,2,Mid-Value Active
LL-6840,Lauren Leatherbury,Consumer,Democratic Republic of the Congo,36,8,3566.98,3,3,3,333,Loyal Customers,1,Low-Value Occasional
LM-17065,Liz MacKendrick,Consumer,China,85,18,9219.17,2,3,3,233,At Risk,2,Mid-Value Active
LM-7065,Liz MacKendrick,Consumer,Qatar,8,4,6261.54,5,1,3,513,New Customers,1,Low-Value Occasional
LO-17170,Lori Olson,Corporate,Germany,3,27,11232.51,5,5,4,554,Champions,2,Mid-Value Active
LO-7170,Lori Olson,Corporate,Kenya,5,5,2237.0,5,2,2,522,New Customers,1,Low-Value Occasional
LP-17080,Liz Pelletier,Consumer,Australia,41,22,7476.269999999999,3,4,3,343,Loyal Customers,2,Mid-Value Active
LP-17095,Liz Preis,Consumer,United States,10,25,15482.1,5,4,5,545,Champions,0,High-Value Customers
LP-7080,Liz Pelletier,Consumer,Cameroon,185,6,1773.57,1,2,2,122,Lost Customers,1,Low-Value Occasional
LP-7095,Liz Preis,Consumer,Iran,117,2,998.07,2,1,1,211,Lost Customers,1,Low-Value Occasional
LR-16915,Lena Radford,Consumer,India,27,25,22331.79,4,4,5,445,Champions,0,High-Value Customers
LR-17035,Lisa Ryan,Corporate,Germany,46,26,16003.91,3,5,5,355,Loyal Customers,0,High-Value Customers
LR-6915,Lena Radford,Consumer,Turkey,685,3,453.92,1,1,1,111,Lost Customers,3,Inactive/Churned
LR-7035,Lisa Ryan,Corporate,Madagascar,107,9,2607.18,2,3,2,232,At Risk,1,Low-Value Occasional
LS-16945,Linda Southworth,Corporate,Indonesia,28,18,10342.29,4,3,4,434,Loyal Customers,2,Mid-Value Active
LS-16975,Lindsay Shagiari,Home Office,United States,21,19,8575.47,4,3,3,433,Loyal Customers,2,Mid-Value Active
LS-17200,Luke Schmidt,Corporate,France,16,24,15173.21,4,4,5,445,Champions,2,Mid-Value Active
LS-17230,Lycoris Saunders,Consumer,Mexico,5,24,10494.16,5,4,4,544,Champions,2,Mid-Value Active
LS-17245,Lynn Smith,Consumer,Mexico,35,23,10713.85,3,4,4,344,Loyal Customers,2,Mid-Value Active
